process,go,genes,id
telomere maintenance,GO:0000723,ENSG00000143799;ENSG00000152457;ENSG00000138311;ENSG00000138346;ENSG00000107960;ENSG00000175482;ENSG00000149716;ENSG00000077514;ENSG00000020922;ENSG00000149311;ENSG00000110958;ENSG00000100823;ENSG00000140451;ENSG00000197299;ENSG00000175595;ENSG00000102977;ENSG00000132604;ENSG00000166848;ENSG00000132383;ENSG00000178971;ENSG00000185379;ENSG00000105173;ENSG00000062822;ENSG00000080345;ENSG00000079246;ENSG00000067066;ENSG00000132646;ENSG00000258366;ENSG00000196419;ENSG00000041880;ENSG00000175054;ENSG00000164362;ENSG00000113522;ENSG00000188996;ENSG00000106399;ENSG00000106628;ENSG00000136273;ENSG00000128513;ENSG00000165392;ENSG00000253729;ENSG00000147601;ENSG00000104320;ENSG00000175305;ENSG00000160957;ENSG00000118655;ENSG00000117748;,2307
protein auto-ADP-ribosylation,GO:0070213,ENSG00000143799;ENSG00000107854;ENSG00000111224;ENSG00000138617;ENSG00000137817;ENSG00000041880;ENSG00000163659;ENSG00000151883;ENSG00000059378;ENSG00000173273;ENSG00000178685;,2308
negative regulation of telomere maintenance via telomere lengthening,GO:1904357,ENSG00000143799;ENSG00000107854;ENSG00000188827;ENSG00000175595;ENSG00000181625;ENSG00000132207;ENSG00000132604;ENSG00000173273;ENSG00000254093;ENSG00000147601;,2309
macrophage differentiation,GO:0030225,ENSG00000143799;ENSG00000096717;ENSG00000119919;ENSG00000066336;ENSG00000010610;ENSG00000111537;ENSG00000092067;ENSG00000125378;ENSG00000245848;ENSG00000064012;ENSG00000100985;ENSG00000164136;ENSG00000164509;ENSG00000164400;ENSG00000182578;ENSG00000196126;ENSG00000112715;ENSG00000198945;ENSG00000086232;ENSG00000160219;ENSG00000184371;ENSG00000070831;,2310
nucleotide-excision repair_ DNA damage recognition,GO:0000715,ENSG00000143799;ENSG00000134574;ENSG00000167986;ENSG00000111652;ENSG00000150991;ENSG00000139842;ENSG00000166200;ENSG00000170315;ENSG00000141030;ENSG00000169727;ENSG00000221983;ENSG00000143947;ENSG00000144524;ENSG00000198612;ENSG00000100387;ENSG00000154767;ENSG00000138663;ENSG00000168090;ENSG00000121022;ENSG00000136936;ENSG00000119318;ENSG00000158290;ENSG00000147400;,2311
peptidyl-serine ADP-ribosylation,GO:0018312,ENSG00000143799;ENSG00000129484;ENSG00000056050;,2312
DNA ADP-ribosylation,GO:0030592,ENSG00000143799;ENSG00000129484;ENSG00000041880;,2313
mitochondrial DNA metabolic process,GO:0032042,ENSG00000143799;ENSG00000177302;ENSG00000256525;ENSG00000196365;ENSG00000130766;,2314
mitochondrial DNA repair,GO:0043504,ENSG00000143799;ENSG00000138346;ENSG00000141510;ENSG00000005156;ENSG00000125871;ENSG00000164306;,2315
positive regulation of double-strand break repair via homologous recombination,GO:1905168,ENSG00000143799;ENSG00000225830;ENSG00000155229;ENSG00000189079;ENSG00000111602;ENSG00000089280;ENSG00000141499;ENSG00000138071;ENSG00000161010;ENSG00000181544;ENSG00000015285;,2316
ATP generation from poly-ADP-D-ribose,GO:1990966,ENSG00000143799;ENSG00000165609;ENSG00000227345;ENSG00000173614;,2317
negative regulation of ATP biosynthetic process,GO:2001170,ENSG00000143799;ENSG00000154803;ENSG00000153823;,2318
inositol phosphate biosynthetic process,GO:0032958,ENSG00000143772;ENSG00000151151;ENSG00000137825;ENSG00000168781;ENSG00000086544;ENSG00000068745;ENSG00000176095;ENSG00000138685;ENSG00000145725;ENSG00000161896;ENSG00000127080;,2319
inositol phosphate metabolic process,GO:0043647,ENSG00000143772;ENSG00000151151;ENSG00000107789;ENSG00000171862;ENSG00000138193;ENSG00000068383;ENSG00000149782;ENSG00000165458;ENSG00000139151;ENSG00000173598;ENSG00000198668;ENSG00000100605;ENSG00000166428;ENSG00000137841;ENSG00000137825;ENSG00000168781;ENSG00000197943;ENSG00000161714;ENSG00000182687;ENSG00000141401;ENSG00000105655;ENSG00000086544;ENSG00000040933;ENSG00000151689;ENSG00000115556;ENSG00000168918;ENSG00000182621;ENSG00000101333;ENSG00000124181;ENSG00000159082;ENSG00000185133;ENSG00000100253;ENSG00000187091;ENSG00000068745;ENSG00000176095;ENSG00000114805;ENSG00000109452;ENSG00000145725;ENSG00000161896;ENSG00000272325;ENSG00000133731;ENSG00000127080;ENSG00000122824;ENSG00000196368;ENSG00000122126;ENSG00000204084;ENSG00000149527;,2320
inositol trisphosphate metabolic process,GO:0032957,ENSG00000143772;ENSG00000151151;ENSG00000100605;,2321
regulation of protein phosphorylation,GO:0001932,ENSG00000143772;ENSG00000198835;ENSG00000134569;ENSG00000068971;ENSG00000168959;ENSG00000186280;ENSG00000118137;ENSG00000170581;ENSG00000110880;ENSG00000126775;ENSG00000015133;ENSG00000051180;ENSG00000140464;ENSG00000185338;ENSG00000179776;ENSG00000103056;ENSG00000141480;ENSG00000154803;ENSG00000158955;ENSG00000108819;ENSG00000108946;ENSG00000184557;ENSG00000141433;ENSG00000152214;ENSG00000127445;ENSG00000105767;ENSG00000105373;ENSG00000170820;ENSG00000115355;ENSG00000163249;ENSG00000115414;ENSG00000196576;ENSG00000171148;ENSG00000008300;ENSG00000114302;ENSG00000065371;ENSG00000114547;ENSG00000121879;ENSG00000052795;ENSG00000145491;ENSG00000164327;ENSG00000164258;ENSG00000151422;ENSG00000113083;ENSG00000217128;ENSG00000113575;ENSG00000184845;ENSG00000187566;ENSG00000232810;ENSG00000146247;ENSG00000112425;ENSG00000188191;ENSG00000136273;ENSG00000106211;ENSG00000105851;ENSG00000005249;ENSG00000174697;ENSG00000106462;ENSG00000254087;ENSG00000169398;ENSG00000196664;ENSG00000101916;ENSG00000120500;ENSG00000130766;ENSG00000107404;ENSG00000198793;,2322
common myeloid progenitor cell proliferation,GO:0035726,ENSG00000143772;ENSG00000084207;ENSG00000122025;ENSG00000079385;ENSG00000151876;ENSG00000164853;ENSG00000119508;,2323
thymic T cell selection,GO:0045061,ENSG00000143772;ENSG00000107485;ENSG00000184916;ENSG00000115085;ENSG00000198286;,2324
positive regulation of alpha-beta T cell differentiation,GO:0046638,ENSG00000143772;ENSG00000198805;ENSG00000115085;ENSG00000163501;ENSG00000196839;ENSG00000067560;ENSG00000106571;ENSG00000164690;ENSG00000165025;ENSG00000101882;,2325
mitochondrion-endoplasmic reticulum membrane tethering,GO:1990456,ENSG00000143801;ENSG00000165650;ENSG00000179364;ENSG00000168710;,2326
ubiquinone biosynthetic process,GO:0006744,ENSG00000163050;ENSG00000148459;ENSG00000135469;ENSG00000110871;ENSG00000119723;ENSG00000167186;ENSG00000088682;ENSG00000161513;ENSG00000123815;ENSG00000115520;ENSG00000173085;ENSG00000132423;ENSG00000164494;ENSG00000165171;ENSG00000167113;ENSG00000120942;,2327
synaptic vesicle priming,GO:0016082,ENSG00000143740;ENSG00000092531;ENSG00000137766;ENSG00000130477;ENSG00000105402;ENSG00000115155;ENSG00000132639;ENSG00000159082;ENSG00000099940;ENSG00000145335;ENSG00000081803;ENSG00000198722;ENSG00000136854;,2328
exocytic insertion of neurotransmitter receptor to postsynaptic membrane,GO:0098967,ENSG00000143740;ENSG00000166900;ENSG00000099365;ENSG00000132639;,2329
positive regulation of translational termination,GO:0045905,ENSG00000081692;ENSG00000253626;ENSG00000132507;ENSG00000163577;,2330
protein hydroxylation,GO:0018126,ENSG00000081692;ENSG00000129521;ENSG00000243789;ENSG00000087263;ENSG00000117385;,2331
negative regulation of chondrocyte differentiation,GO:0032331,ENSG00000143816;ENSG00000152266;ENSG00000168056;ENSG00000087494;ENSG00000172819;ENSG00000179295;ENSG00000125378;ENSG00000166923;ENSG00000136378;ENSG00000125398;ENSG00000115380;ENSG00000074047;ENSG00000125965;ENSG00000100399;ENSG00000077092;ENSG00000168036;ENSG00000109705;ENSG00000151388;ENSG00000019549;ENSG00000104415;ENSG00000106799;,2332
positive regulation of cell differentiation,GO:0045597,ENSG00000143816;ENSG00000107485;ENSG00000122859;ENSG00000107831;ENSG00000254647;ENSG00000123307;ENSG00000170515;ENSG00000090612;ENSG00000165556;ENSG00000125378;ENSG00000169032;ENSG00000102878;ENSG00000167711;ENSG00000184557;ENSG00000171223;ENSG00000130522;ENSG00000104881;ENSG00000144355;ENSG00000115844;ENSG00000162992;ENSG00000125845;ENSG00000173404;ENSG00000125820;ENSG00000101144;ENSG00000124205;ENSG00000186575;ENSG00000134086;ENSG00000131389;ENSG00000181449;ENSG00000174808;ENSG00000138696;ENSG00000151615;ENSG00000168621;ENSG00000112964;ENSG00000016082;ENSG00000112658;ENSG00000096384;ENSG00000118523;ENSG00000106331;ENSG00000105894;ENSG00000164690;ENSG00000077782;ENSG00000164736;ENSG00000096968;ENSG00000177189;ENSG00000169083;ENSG00000142871;ENSG00000177606;ENSG00000117676;,2333
iris morphogenesis,GO:0061072,ENSG00000143816;ENSG00000007372;ENSG00000100644;ENSG00000164093;ENSG00000105989;ENSG00000064393;ENSG00000163349;ENSG00000134245;ENSG00000186790;,2334
cornea development in camera-type eye,GO:0061303,ENSG00000143816;ENSG00000007372;ENSG00000139330;ENSG00000187242;ENSG00000158955;ENSG00000176887;ENSG00000115596;ENSG00000182541;ENSG00000134245;ENSG00000186790;,2335
embryonic skeletal joint development,GO:0072498,ENSG00000143816;ENSG00000143867;ENSG00000163501;ENSG00000197496;ENSG00000164920;ENSG00000182197;,2336
positive regulation of cardiac muscle cell differentiation,GO:2000727,ENSG00000154342;ENSG00000125266;ENSG00000166923;ENSG00000141480;ENSG00000141052;ENSG00000108773;ENSG00000081189;ENSG00000157168;,2337
synaptic vesicle recycling,GO:0036465,ENSG00000154342;ENSG00000011347;ENSG00000140022;ENSG00000129219;ENSG00000105649;ENSG00000154764;ENSG00000144566;,2338
presynapse assembly,GO:0099054,ENSG00000154342;ENSG00000198739;ENSG00000149972;ENSG00000125266;ENSG00000169992;ENSG00000154764;ENSG00000114251;ENSG00000169760;ENSG00000157240;ENSG00000137575;ENSG00000146938;ENSG00000196338;ENSG00000165246;ENSG00000107404;,2339
regulation of presynapse assembly,GO:1905606,ENSG00000154342;ENSG00000173621;ENSG00000139182;ENSG00000178235;ENSG00000184564;ENSG00000165300;ENSG00000183098;ENSG00000165379;ENSG00000069329;ENSG00000102924;ENSG00000141668;ENSG00000126243;ENSG00000131409;ENSG00000179915;ENSG00000162951;ENSG00000142192;ENSG00000154764;ENSG00000121871;ENSG00000114867;ENSG00000196083;ENSG00000145335;ENSG00000157240;ENSG00000153707;ENSG00000076716;ENSG00000179542;ENSG00000185985;,2340
beta-catenin destruction complex disassembly,GO:1904886,ENSG00000154342;ENSG00000165879;ENSG00000181274;ENSG00000075290;ENSG00000172531;ENSG00000070018;ENSG00000125084;ENSG00000103126;ENSG00000004975;ENSG00000180340;ENSG00000163251;ENSG00000168036;ENSG00000082701;ENSG00000161202;ENSG00000134982;ENSG00000061492;ENSG00000113712;ENSG00000157240;ENSG00000105974;ENSG00000184675;ENSG00000107404;,2341
Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation,GO:1904953,ENSG00000154342;ENSG00000070018;ENSG00000125084;ENSG00000114251;ENSG00000163785;ENSG00000157240;,2342
positive regulation of dermatome development,GO:0061184,ENSG00000154342;ENSG00000125084;ENSG00000162552;,2343
cell proliferation in midbrain,GO:0033278,ENSG00000154342;ENSG00000125084;ENSG00000163785;ENSG00000105989;ENSG00000104290;ENSG00000164930;,2344
mesoderm development,GO:0007498,ENSG00000154342;ENSG00000172818;ENSG00000184344;ENSG00000135414;ENSG00000152192;ENSG00000117899;ENSG00000083093;ENSG00000149922;ENSG00000177508;ENSG00000103241;ENSG00000176692;ENSG00000175826;ENSG00000179111;ENSG00000161405;ENSG00000141574;ENSG00000141646;ENSG00000115109;ENSG00000121989;ENSG00000115170;ENSG00000125878;ENSG00000101336;ENSG00000124216;ENSG00000157557;ENSG00000184058;ENSG00000114739;ENSG00000113575;ENSG00000112715;ENSG00000164458;ENSG00000185811;ENSG00000106484;ENSG00000182197;ENSG00000096968;ENSG00000106689;ENSG00000102010;ENSG00000010671;ENSG00000066056;,2345
COP9 signalosome assembly,GO:0010387,ENSG00000154342;ENSG00000111652;ENSG00000135426;ENSG00000144524;ENSG00000198612;,2346
spinal cord association neuron differentiation,GO:0021527,ENSG00000154342;ENSG00000125084;ENSG00000139352;ENSG00000089116;ENSG00000169840;ENSG00000143869;ENSG00000180613;ENSG00000112139;ENSG00000107187;ENSG00000143013;ENSG00000162367;ENSG00000009709;,2347
dorsal/ventral neural tube patterning,GO:0021904,ENSG00000154342;ENSG00000078246;ENSG00000204852;ENSG00000129514;ENSG00000125378;ENSG00000080815;ENSG00000133937;ENSG00000105701;ENSG00000074047;ENSG00000131437;ENSG00000128602;ENSG00000164690;ENSG00000185920;ENSG00000009709;,2348
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043280,ENSG00000154342;ENSG00000162711;ENSG00000096717;ENSG00000156574;ENSG00000117984;ENSG00000002330;ENSG00000137486;ENSG00000137752;ENSG00000259571;ENSG00000172243;ENSG00000189403;ENSG00000137831;ENSG00000103490;ENSG00000091592;ENSG00000108839;ENSG00000172175;ENSG00000141682;ENSG00000186010;ENSG00000105185;ENSG00000105327;ENSG00000105483;ENSG00000022556;ENSG00000118965;ENSG00000115317;ENSG00000153094;ENSG00000123612;ENSG00000100034;ENSG00000075240;ENSG00000067560;ENSG00000144746;ENSG00000183770;ENSG00000121858;ENSG00000084093;ENSG00000249915;ENSG00000181104;ENSG00000232810;ENSG00000118523;ENSG00000197442;ENSG00000164850;ENSG00000172115;ENSG00000106100;ENSG00000214253;ENSG00000171056;ENSG00000167034;ENSG00000136997;ENSG00000185122;ENSG00000196730;ENSG00000165025;ENSG00000187796;ENSG00000215301;ENSG00000185825;ENSG00000142867;ENSG00000142871;,2349
negative regulation of fat cell differentiation,GO:0045599,ENSG00000154342;ENSG00000107485;ENSG00000107890;ENSG00000096717;ENSG00000133794;ENSG00000175602;ENSG00000169884;ENSG00000125084;ENSG00000186897;ENSG00000175197;ENSG00000150907;ENSG00000140044;ENSG00000069667;ENSG00000166949;ENSG00000149926;ENSG00000140682;ENSG00000179588;ENSG00000132522;ENSG00000180011;ENSG00000130881;ENSG00000068903;ENSG00000071575;ENSG00000152518;ENSG00000101255;ENSG00000171456;ENSG00000101412;ENSG00000099953;ENSG00000114251;ENSG00000179348;ENSG00000018408;ENSG00000181092;ENSG00000181004;ENSG00000038382;ENSG00000120149;ENSG00000172201;ENSG00000232810;ENSG00000197594;ENSG00000112096;ENSG00000164850;ENSG00000136244;ENSG00000186480;ENSG00000079102;ENSG00000169946;ENSG00000104415;ENSG00000134243;,2350
positive regulation of skeletal muscle tissue development,GO:0048643,ENSG00000154342;ENSG00000064309;ENSG00000168036;ENSG00000132356;ENSG00000113161;ENSG00000081189;ENSG00000137312;ENSG00000164690;,2351
cardiac muscle cell fate commitment,GO:0060923,ENSG00000154342;ENSG00000184937;ENSG00000135111;ENSG00000115170;,2352
regulation of microtubule cytoskeleton organization,GO:0070507,ENSG00000154342;ENSG00000099849;ENSG00000121621;ENSG00000072518;ENSG00000167797;ENSG00000171533;ENSG00000150764;ENSG00000019144;ENSG00000123094;ENSG00000151746;ENSG00000083799;ENSG00000007168;ENSG00000160551;ENSG00000176749;ENSG00000186868;ENSG00000067900;ENSG00000076826;ENSG00000074054;ENSG00000204104;ENSG00000067560;ENSG00000068028;ENSG00000168309;ENSG00000044524;ENSG00000144824;ENSG00000082701;ENSG00000114107;ENSG00000180834;ENSG00000171368;ENSG00000132356;ENSG00000184349;ENSG00000152503;ENSG00000137343;ENSG00000185963;ENSG00000162409;,2353
axis elongation involved in somitogenesis,GO:0090245,ENSG00000154342;ENSG00000070018;ENSG00000184634;,2354
postsynapse to nucleus signaling pathway,GO:0099527,ENSG00000154342;ENSG00000173039;ENSG00000168610;ENSG00000114030;ENSG00000096968;,2355
negative regulation of dopaminergic neuron differentiation,GO:1904339,ENSG00000154342;ENSG00000082701;ENSG00000164690;,2356
positive regulation of core promoter binding,GO:1904798,ENSG00000154342;ENSG00000007372;ENSG00000111537;ENSG00000168036;ENSG00000054598;ENSG00000136826;ENSG00000137947;,2357
positive regulation of cell-cell adhesion mediated by cadherin,GO:2000049,ENSG00000154342;ENSG00000129514;ENSG00000104067;ENSG00000167711;ENSG00000125798;ENSG00000114251;ENSG00000174839;ENSG00000135074;ENSG00000137312;ENSG00000130396;ENSG00000060656;,2358
positive regulation of hepatocyte proliferation,GO:2000347,ENSG00000154342;ENSG00000110492;ENSG00000125686;ENSG00000105707;ENSG00000003402;ENSG00000100219;ENSG00000113578;ENSG00000118503;ENSG00000105894;,2359
regulation of RNA biosynthetic process,GO:2001141,ENSG00000154342;ENSG00000125686;ENSG00000084676;ENSG00000187098;ENSG00000028137;,2360
cellular copper ion homeostasis,GO:0006878,ENSG00000143761;ENSG00000123191;ENSG00000125148;ENSG00000133028;ENSG00000171867;ENSG00000171864;ENSG00000142192;ENSG00000177556;ENSG00000240230;ENSG00000136867;ENSG00000136868;ENSG00000101997;ENSG00000165240;,2361
regulation of receptor internalization,GO:0002090,ENSG00000143761;ENSG00000107984;ENSG00000137312;ENSG00000128585;ENSG00000107295;ENSG00000169218;,2362
regulation of Arp2/3 complex-mediated actin nucleation,GO:0034315,ENSG00000143761;ENSG00000132254;ENSG00000172725;ENSG00000100151;ENSG00000138660;ENSG00000164144;,2363
long-term synaptic depression,GO:0060292,ENSG00000143761;ENSG00000171862;ENSG00000162105;ENSG00000074621;ENSG00000100151;ENSG00000163686;ENSG00000184985;ENSG00000169676;ENSG00000004468;ENSG00000145632;ENSG00000155511;ENSG00000184845;ENSG00000112658;ENSG00000215045;ENSG00000120899;ENSG00000155886;ENSG00000136854;,2364
dendritic spine organization,GO:0097061,ENSG00000143761;ENSG00000100600;ENSG00000175344;ENSG00000100151;,2365
positive regulation of endocytosis,GO:0045807,ENSG00000143761;ENSG00000130643;ENSG00000177697;ENSG00000123384;ENSG00000103319;ENSG00000006125;ENSG00000101752;ENSG00000049759;ENSG00000079805;ENSG00000105270;ENSG00000130203;ENSG00000114251;ENSG00000145335;ENSG00000138814;ENSG00000153071;ENSG00000170458;ENSG00000137312;ENSG00000198719;ENSG00000106327;ENSG00000105879;ENSG00000172724;ENSG00000147257;,2366
positive regulation of calcium ion-dependent exocytosis,GO:0045956,ENSG00000143761;ENSG00000170743;ENSG00000011347;ENSG00000110975;ENSG00000067715;ENSG00000198794;ENSG00000196557;ENSG00000166501;ENSG00000272636;ENSG00000006283;ENSG00000132872;ENSG00000171450;ENSG00000158445;ENSG00000100346;ENSG00000106089;ENSG00000164885;ENSG00000136854;ENSG00000147003;,2367
positive regulation of dendritic spine development,GO:0060999,ENSG00000143761;ENSG00000151208;ENSG00000107864;ENSG00000107954;ENSG00000110321;ENSG00000162105;ENSG00000139233;ENSG00000080815;ENSG00000130203;ENSG00000161681;ENSG00000101040;ENSG00000154642;ENSG00000205726;ENSG00000134072;ENSG00000169760;ENSG00000109471;ENSG00000158528;ENSG00000198121;ENSG00000008086;ENSG00000102081;ENSG00000204060;ENSG00000198793;,2368
postsynaptic actin cytoskeleton organization,GO:0098974,ENSG00000143761;ENSG00000148798;ENSG00000152767;ENSG00000184009;ENSG00000169067;ENSG00000113758;ENSG00000075624;ENSG00000136279;ENSG00000158528;ENSG00000158195;,2369
positive regulation of ER to Golgi vesicle-mediated transport,GO:1902953,ENSG00000143761;ENSG00000137642;ENSG00000125875;ENSG00000168818;,2370
purine nucleotide metabolic process,GO:0006163,ENSG00000143774;ENSG00000100938;ENSG00000140057;ENSG00000185100;ENSG00000239900;ENSG00000189283;ENSG00000137198;ENSG00000155085;ENSG00000147853;ENSG00000106992;ENSG00000165695;ENSG00000154027;ENSG00000162433;ENSG00000004455;ENSG00000162368;,2371
GMP metabolic process,GO:0046037,ENSG00000143774;ENSG00000150672;ENSG00000100938;ENSG00000075711;ENSG00000198286;ENSG00000155530;ENSG00000119139;ENSG00000147044;ENSG00000130830;ENSG00000081026;,2372
GDP metabolic process,GO:0046710,ENSG00000143774;ENSG00000150672;ENSG00000075711;ENSG00000198286;ENSG00000155530;ENSG00000119139;ENSG00000147044;ENSG00000130830;ENSG00000081026;,2373
nucleobase-containing small molecule interconversion,GO:0015949,ENSG00000143774;ENSG00000166321;ENSG00000167325;ENSG00000198431;ENSG00000140057;ENSG00000128951;ENSG00000103202;ENSG00000103024;ENSG00000239672;ENSG00000243678;ENSG00000176890;ENSG00000171848;ENSG00000168393;ENSG00000129187;ENSG00000085231;ENSG00000173221;ENSG00000155085;ENSG00000104687;ENSG00000048392;ENSG00000106992;ENSG00000165695;ENSG00000047230;ENSG00000154027;ENSG00000162433;ENSG00000004455;ENSG00000171793;ENSG00000162368;,2374
GDP-mannose metabolic process,GO:0019673,ENSG00000143774;ENSG00000000419;ENSG00000112699;ENSG00000104522;,2375
glycoprotein transport,GO:0034436,ENSG00000143774;ENSG00000160179;ENSG00000120519;ENSG00000147852;,2376
