Process name,GO_id,Genes
cellular response to cAMP,GO:0071320,WNT10B;AHR;AQP8;KCNE1;AQP9;DMTN;HCN1;SLC5A5;HSPA5;STC1;RAPGEF1;AANAT;AKAP7;AKAP6;ITPR2;PCK1;ADIPOQ;KCNQ1;CRHBP;RAPGEF2;PTAFR;AQP1;ZFP36L1;RAP1A;IGFBP5;KDM1A;SLC8A3;GPD1;HCN4;CPS1;SRD5A1;PKD2;APP;APEX1;AKAP9;NOX4;SLC26A6;RAPGEF3;PENK;STAR;HCN2;CFTR;INPP5K;EZR;SLC26A3;WT1;FDX1;RAP1B;EEF2K;PIK3CG;PDE4D;SLC8A1;ASS1;PDE2A;
regulation of presynapse assembly,GO:1905606,GPC6;IL1RAPL2;LRFN4;SLITRK2;IL1RAP;MDGA1;FARP1;NRXN1;CBLN2;SLITRK6;NTNG2;SLITRK5;SNCA;LRFN3;APP;EIF4G1;GPC4;LRRC4B;IL1RAPL1;VPS35;ARF6;WNT7A;NTRK3;WNT3A;CLSTN3;CBLN1;SLITRK4;SLITRK1;LRFN5;LRRTM1;PTPRD;SLITRK3;
purinergic nucleotide receptor signaling pathway,GO:0035590,ANO6;CASP1;SUGT1;IL1B;NLRP3;TXN;P2RX6;P2RX3;IL18;C3;ENTPD1;APP;P2RX4;ENTPD5;NT5E;MEFV;HSP90AB1;P2RX7;C3AR1;P2RX5;PSTPIP1;CTSG;P2RX2;PYCARD;P2RX1;TXNIP;
protein insertion into ER membrane,GO:0045048,TRAM2;SGTA;ALDH3A2;VAMP2;EMD;OTOF;PRNP;SEC61G;GET4;APP;WDR83OS;UBE2J2;STX5;VAPA;TRAM1;SEC61B;HMOX1;TRAM1L1;CYB5A;GET1;CCDC47;SERP1;STX1A;GET3;
microglia development,GO:0014005,TSPAN2;NRROS;APP;TLR2;
positive regulation of long-term synaptic potentiation,GO:1900273,AKAP5;ZDHHC2;LGMN;SHISA7;SHANK3;INS;CHRNA7;STAU1;NPTN;IGSF11;EIF2AK4;APP;RELN;SQSTM1;EPHB2;DRD2;MME;ADORA2A;CRTC1;ADCY8;NRGN;ADCY1;CREB1;
neuron projection maintenance,GO:1990535,PRNP;ABCD2;INSR;DCTN1;PSEN1;ATP1A3;MAP1A;ABCD1;INS;APP;
positive regulation of glycolytic process,GO:0045821,HTR2A;ESRRB;INSR;IFNG;MYC;PRXL2C;MLXIPL;PRKAA1;INS;PSEN1;IGF1;GPD1;ARNT;GAPDHS;APP;SLC4A4;ENTPD5;PRKAA2;PFKFB2;PFKFB3;P2RX7;PFKFB1;HIF1A;ZBTB20;PFKFB4;
positive regulation of amyloid fibril formation,GO:1905908,PSEN1;APOE;APP;CLU;
regulation of peptidyl-tyrosine phosphorylation,GO:0050730,PDGFD;PDCL3;TMEM102;FYN;PTPN22;BST1;IL7;PRNP;EGF;PDGFA;EGFR;HRG;ITGB2;APP;PDGFC;PPP2R5B;EFNA1;PRKCE;EPHA7;TREM2;
astrocyte activation involved in immune response,GO:0002265,PSEN1;GRN;LRP1;APP;
regulation of Wnt signaling pathway,GO:0030111,;KLF15;RSPO3;ESR1;SFRP5;PLPP3;SENP2;GSKIP;RUNX1;ITGA3;LEF1;SFRP2;TMEM237;SNX3;DCDC2;APP;TCF7L1;PPP2CA;CBFB;AXIN2;FOXP3;PPP2R1A;STK11;HNF1A;AXIN1;FOXL1;MDFIC;
regulation of long-term neuronal synaptic plasticity,GO:0048169,RAB11A;GRIK2;SYNGR1;DLG4;KRAS;KCNJ10;AGT;SYP;NETO1;HRAS;DRD2;SNCA;SYNGAP1;GRM5;RAB8A;RAB5A;APP;CAMK2B;
modulation of excitatory postsynaptic potential,GO:0098815,ZMYND8;CHRNA7;TMEM108;SH3GL1;STX1A;SLC8A3;SLC8A2;APP;
regulation of NMDA receptor activity,GO:2000310,GRIA3;GRIA2;CNIH2;OPRM1;GRIA1;NRXN1;CRHBP;DLG3;DAPK1;GRIA4;GRIN2B;NLGN1;MAPK8IP2;GRIN1;APP;RELN;RASGRF2;PPARGC1A;DLG4;ACTN2;DLG1;MEF2C;NEFL;GRIN2A;PTK2B;CRH;CAMK2A;DLG2;CAPN1;RASGRF1;CAMK2B;
regulation of cytokine-mediated signaling pathway,GO:0001959,IL3;CBFB;IRAK2;LIFR;RUNX1;IRAK1;CD24;ELF1;
regulation of B cell receptor signaling pathway,GO:0050855,BLK;CBFB;RUNX1;ELF2;PTPN22;GCSAM;PAX5;LYN;GCSAML;ELF1;CD19;
embryo development ending in birth or egg hatching,GO:0009792,FGF8;MFRP;EVX1;SCEL;STOX2;TGFB2;CDK5R1;UBR3;FXN;USP22;FGF2;SEBOX;TP53;AKIRIN2;TDGF1;HUS1;NR5A2;FOXI1;RAI2;CELF1;RICTOR;CAMSAP3;CELF4;OSR2;
glutathione catabolic process,GO:0006751,CHAC2;GGTLC2;CHAC1;GGT7;GGTLC3;GGT5;DPEP1;GGTLC1;GGT2;GGT1;
leukotriene D4 biosynthetic process,GO:1901750,GGTA1;GGTLC2;GGT7;GGTLC3;GGT5;GGT6;GGTLC1;GGT2;GGT1;
regulation of immune system process,GO:0002682,BCL6;ORM1;SIAE;BCL6B;GGT1;GGT2;PIP;ORM2;
regulation of presynaptic cytosolic calcium ion concentration,GO:0099509,P2RY4;CALB2;P2RY1;ADORA1;ATP2B2;TSPOAP1;CALB1;ATP2B1;ATP2B3;SCGN;P2RX1;HTR1B;NCS1;
interleukin-17-mediated signaling pathway,GO:0097400,TRAF6;TRAF2;IL17RB;IL17F;IL17C;IL17RC;TRAF3IP2;IL17RA;IL17RE;IKBKE;IL25;IL17A;TRAF5;
positive regulation of interleukin-23 production,GO:0032747,CSF2;IFNG;MYD88;IL17RA;IL17A;
fibroblast activation,GO:0072537,ULK3;IL17A;IL17RA;RGCC;
positive regulation of chemokine (C-X-C motif) ligand 1 production,GO:2000340,IL17F;TRPV4;IL17RA;IL17A;TIRAP;
cellular response to cytokine stimulus,GO:0071345,PTPN6;IL18BP;TRAF6;PTPN12;CASP1;HAX1;KHSRP;IL37;ABCA1;TCIRG1;MYC;CSF3;PTPN20;NFAT5;PTPN11;CRNN;AKAP6;CXCR4;DPYSL3;TRPV1;CDK9;PTPN13;FLT3;HCLS1;IL17RA;SMAD3;LEF1;NKX6-1;PTPN7;CSF1R;RHOA;PID1;ITGA4;POU4F2;CCR7;ASAH2;PTPN14;IL13;IL1F10;STAT3;MAPK8;IL1RAPL1;FOXF1;IL18R1;POU4F1;MME;PTPN18;SIGIRR;GATA3;NLRP12;PTPN23;STAT1;FOXH1;IL1RL2;PTPN5;TBK1;PTPN4;PTPN9;LDLRAP1;PTPN2;IL18RAP;
mitotic spindle assembly checkpoint,GO:0007094,CDC20;BUB3;BUB1B;IK;TEX14;PSMG2;PLK1;CENPF;APC;ATM;TPR;MAD2L2;AURKB;TTK;MAD1L1;TRIP13;MAD2L1;ZNF207;BUB1B-PAK6;SPDL1;ZWINT;KNTC1;BUB1;KLHL22;ZW10;
positive regulation of glucose import,GO:0046326,KLF15;C1QTNF12;INSR;AKT1;GPC3;IRS2;SLC1A2;OCLN;CREBL2;PRKCI;CLTCL1;PTPN11;MAPK14;INS;ADIPOQ;FGF19;RAP1A;AKT2;FGF21;IGF1;CAPN10;IRS1;POU4F2;ADIPOR2;PTH;ITLN1;PIK3R1;NFE2L2;OSBPL8;OPN3;SORBS1;RNASEL;TERT;ARPP19;MEF2A;APPL1;RHOQ;ERFE;
protein secretion,GO:0009306,;OLFM2;CAVIN1;SCG2;ABCA1;PREB;ARFGAP3;COPG1;RAB3C;CTAGE6;RAB8A;PAFAH1B1;SEL1L;TANGO6;SNCG;STEAP3;RAB15;CBLN4;TANGO2;GNPTAB;CTAGE1;TVP23B;CTAGE9;ERP29;RCN3;RAB8B;SVBP;CTAGE4;TMEM167A;MIA2;RAB3B;FGG;MIA3;PPY;RAB10;RAB13;NECAB3;COPG2;RAB3D;RAB3A;TVP23C;PDIA4;GNAS;LTBP2;CBLN1;TVP23A;GOLPH3;ARL4D;CTAGE8;CANX;MON1A;MTTP;CTAGE15;COMP;
vesicle cargo loading,GO:0035459,;PICALM;MIA2;TMED10;MIA3;CTAGE1;CTAGE6;CTAGE8;CTAGE9;KIF13A;TMED2;CTAGE15;CTAGE4;
embryonic digit morphogenesis,GO:0042733,HDAC1;TULP3;TBX3;GLI2;LRP4;LNPK;ZBTB16;ECE1;IHH;GRHL2;TMEM231;OSR1;MSX1;IFT52;HOXA11;SFRP2;IFT140;LRP5;BMPR1A;MKS1;ROR2;TBC1D32;MAP3K20;INTU;LMBR1;SALL1;BPNT2;WNT5A;SHH;CREBBP;CHST11;HDAC2;NOG;TMEM107;CTNNB1;B9D1;HAND2;HOXD12;WNT7A;BMP4;ALX4;TBX2;FLVCR1;FBXW4;C2CD3;SMAD4;GLI3;TWIST1;MYCN;WDPCP;CPLANE1;HOXD13;FREM2;OSR2;
inner ear development,GO:0048839,ESRRB;DLL1;HPCA;JAG1;ANP32B;ROR1;SIX1;MYO7A;MAF;DCANP1;TGFB2;SOX2;PTPN11;TGFB1;POU3F4;CYTL1;LIN7A;KCNQ1;NEUROD1;LHX3;COL2A1;EYA4;PLPPR4;MPV17;TIFAB;MAPKAPK2;CEBPA;LGR5;STOX1;CDKN1B;PHOX2B;GJB2;PROX1;SPARC;ADGRV1;PCDH15;SLC25A27;PDGFRB;ATOH1;SHH;C1QB;HOXA13;BMP2;CCM2;GJB6;BMPER;TGFB3;LRP10;POU4F3;DUOX2;GLI3;FREM2;CXCL14;NEUROG1;
negative regulation of vesicle fusion,GO:0031339,CORO1A;TBC1D4;SYT4;
synaptic transmission_ glutamatergic,GO:0035249,PRKN;GRIA2;GRID1;UNC13B;SLC17A7;CNIH2;UNC13A;GRIK2;GRIK4;CDK5;CNIH3;SLC1A4;EXT1;GRIK3;SLC17A6;ALS2;NAPA;CLCN3;UNC13C;CDH8;SLC17A8;NAPB;ADORA2A;GRID2;CLSTN3;GRIK5;GRIK1;P2RX1;
glutamate receptor signaling pathway,GO:0007215,GRIK4;GRID2;FMR1;GRIA3;SSTR1;PLCB1;GRIA4;SLC1A1;GRIK1;KCNB1;GNAQ;NCSTN;GRIK3;GRIN2C;GRIN2A;GRIN2B;GRIK2;
phosphatidylinositol-3-phosphate biosynthetic process,GO:0036092,PIK3C2A;PIK3R3;ATM;PIK3CG;INPP4A;INPP4B;PIK3C2G;PIK3CA;PIK3C2B;PIK3CB;PIK3CD;FIG4;PIK3C3;
toll-like receptor 9 signaling pathway,GO:0034162,UNC93B1;;TRAF6;TNIP2;IRAK2;IRAK1;IRAK4;HAVCR2;MYD88;TLR9;PIK3R4;PIK3AP1;TLR7;EPG5;PIK3C3;
protein lipidation,GO:0006497,ABCA1;WIPI1;PORCN;ATG10;UGCG;ALOX12B;ATG7;WIPI2;WDR45;WDR45B;MTTP;PIK3C3;
endosome organization,GO:0007032,STX6;USP50;VPS11;FAM160A2;VPS4B;WASHC5;PHETA2;DNAJC13;USP8;ALS2CL;HOOK1;ANXA8;LAMTOR1;VPS33B;PI4K2A;SNX33;WASHC4;HOOK2;DNM1;TMEM127;PLEKHJ1;EXOC8;AKTIP;ARFGEF2;ALS2;SQSTM1;PHETA1;PI4K2B;ANXA8L1;PLEKHF1;LAPTM4B;RAB22A;CHMP2B;SNX10;VPS18;HOOK3;RNF26;PIK3C3;
autophagy of peroxisome,GO:0030242,RB1CC1;PIK3R4;TRAPPC8;ACBD5;PIK3C3;
protein localization to phagophore assembly site,GO:0034497,;WIPI1;STX17;ATG13;ATG9B;ATG16L1;ATG9A;TRAPPC8;WIPI2;WDR45;MFN2;WDR45B;PACS2;PIK3C3;
regulation of protein secretion,GO:0050708,LLGL1;STXBP5L;STXBP5;SAA1;KRT20;RHBDF1;DISP1;ARFIP1;PAM;RHBDD3;TNF;P3H1;LLGL2;RHBDF2;INS;DNAJC1;PIK3C3;
regulation of signal transduction,GO:0009966,;GPC6;IGFBPL1;KAZALD1;ACVR1B;GPC3;FURIN;ACVR2A;GPC5;CDH2;CNKSR2;CNKSR3;VEPH1;SPRED2;TSPYL2;RGS22;PTPN1;SPRY4;CDC42SE2;SPRED1;MTCH1;AFAP1L2;PPP1R2C;IGBP1P2;NODAL;SLA2;GPC2;AFAP1;GPC4;IGBP1;PPP1R2B;SPRY1;SOCS2;NUP62;TDGF1;UGCG;SLA;SPRED3;IGFBP7;SPRY2;NCLN;GNAS;YWHAG;GLRX2;MGLL;SPRY3;GPC1;PPP1R2;CRK;
cellular response to vascular endothelial growth factor stimulus,GO:0035924,ITGB1BP1;AKT1;SEMA6A;ERN1;MAPK14;EGR3;SPHK1;DAB2IP;FLT1;RAMP2;MT1G;RELA;NRP1;MAPKAPK2;FLT4;XBP1;VEGFA;VCAM1;GAS1;DLL4;SPRY2;NR4A1;HSPB1;KDR;PRKD1;ANXA1;MAP2K3;PRKD2;NOTCH1;
negative regulation of vascular endothelial growth factor signaling pathway,GO:1900747,DAB2IP;SPRY2;CADM4;IL12A;HRG;DCN;SEMA6A;PIK3CB;ADGRA2;XDH;IL12B;
animal organ development,GO:0048513,;CSHL1;EDA;CSH1;BARX1;TLX1;SPRY4;ZEB1;NRG3;KAT6A;NPPC;GH2;SPRY1;TLX2;NRG1;CSH2;CTNNB1;HLX;SPRY2;GH1;SPRY3;NRG2;TLX3;NKX3-2;
negative regulation of peptidyl-threonine phosphorylation,GO:0010801,CALM2;DMTN;SPRED2;PPP2R5D;SPRED1;PPEF2;CALM1;SMAD7;EIF4G1;TTC36;SPRED3;CALM3;INPP5K;SIRT2;SPRY2;CADM4;DDIT4;PARD3;DGKQ;
negative regulation of epidermal growth factor receptor signaling pathway,GO:0042059,CBL;EPS15;MVP;PTPRJ;TGFA;SH3KBP1;EPN1;EPGN;GRB2;BTC;DAB2IP;EGF;EGFR;EPS15L1;ITGA1;STAM2;AREG;CDC42;STAM;SPRY1;SH3GL2;NUP62;ERRFI1;ZFYVE28;EREG;DUSP3;PTPN3;RNF126;HBEGF;SPRY2;HGS;CBLC;ARHGEF7;RNF115;TSG101;PTPN2;
negative regulation of fibroblast growth factor receptor signaling pathway,GO:0040037,SPRY2;SULF1;SULF2;SPRY1;SHISA2;CREB3L1;WNT5A;APLN;THBS1;SPRY3;NGFR;GPC1;WNT4;PRDM14;FGF2;SPRY4;
negative regulation of MAP kinase activity,GO:0043407,PTPN6;CD300A;AGT;SORL1;DUSP1;APOE;IL1B;PTPRJ;CDK5RAP3;RGS2;IRAK3;UCHL1;BMP7;GBA;PTPN1;SPRY4;DAB2IP;ADIPOQ;SH2B3;NF1;DUSP7;PIK3CB;PAQR3;DEFB114;CAV3;HMGCR;GSTP1;SPRY1;NUP62;PRKCD;SMPD1;LYN;CAV1;STK38;BMP4;INPP5K;HYAL2;SPRY2;CBLC;SPRY3;RGS14;
negative regulation of lens fiber cell differentiation,GO:1902747,SPRED1;SPRY2;SPRY1;SPRED2;SPRED3;FOXE3;
inner ear morphogenesis,GO:0042472,FGF8;ATP8A2;SIX1;MYO7A;DCANP1;INSIG2;USH1G;MYO6;DLX5;KCNQ4;SLITRK6;COL2A1;PAX8;FGF10;COL11A1;HMX3;TIFAB;EYA1;NTN1;INSIG1;GATA2;ROR2;FGFR2;SIX4;FZD6;MAFB;SOBP;ATOH1;WNT5A;ALDH1A3;TMIE;EPHB2;FOXI1;USH1C;ZIC1;FZD3;CHRNA10;GBX2;CHD7;CELSR1;FOXG1;GATA3;SPRY2;ATP6V1B1;OTX1;TFAP2A;PRRX1;POU4F3;PTPRQ;WNT1;WNT3A;HMX2;CHRNA9;FRZB;TBX1;DLX6;NEUROG1;PAX2;MYO15A;
branching morphogenesis of an epithelial tube,GO:0048754,GDF7;GLI2;PKHD1;PKD1;CLIC4;BMP7;LAMA5;CASR;RASIP1;EGF;FGF10;WNT4;MKS1;PAK1;MMP14;VEGFA;WNT9B;PPP1CA;SHH;BMP4;SPRY2;GLI3;NKX3-1;MYCN;SLIT2;MET;NOTCH1;
negative regulation of neurotrophin TRK receptor signaling pathway,GO:0051387,SPRY1;SPRY2;AGTR2;AGT;
lung morphogenesis,GO:0060425,FGF8;MAPK1;TCF21;FGF10;MAP2K1;SHH;NOG;FOXF1;SRF;MAPK3;BMP4;SPRY2;PLOD3;STK40;SEC24B;SOX11;TGFBR2;FOXA1;WNT7B;AP3B1;
lung growth,GO:0060437,PDGFRB;RSPO2;SPRY2;
bud elongation involved in lung branching,GO:0060449,FGFR2;SPRY2;SPRY1;RDH10;BMP4;FGF10;YAP1;
respiratory system development,GO:0060541,SPRY2;SPEF2;TCF21;FGF10;WDPCP;SMPD3;PHOX2B;
protein ufmylation,GO:0071569,UFL1;UFM1;CDK5RAP3;DDRGK1;UFC1;UBA5;
regulation of intracellular estrogen receptor signaling pathway,GO:0033146,GPAM;LATS1;CBFB;UFL1;UFM1;RUNX1;FSHR;ESR1;DNAAF4;KCTD6;DDRGK1;UFSP2;CARM1;SRC;UBA5;AXIN1;
reticulophagy,GO:0061709,RB1CC1;RETREG1;ATG2B;RETREG3;UFL1;UFM1;ATG2A;TEX264;DDRGK1;UFC1;STING1;UBA5;
protein K69-linked ufmylation,GO:1990592,UFL1;UFM1;DDRGK1;UFC1;UBA5;
negative regulation of protein import into nucleus,GO:0042308,PKIA;PKIG;APOD;UFM1;MDFIC;FERMT1;CD36;CABP1;ANGPT1;SUFU;CHP1;RAB23;
regulation of transcription initiation from RNA polymerase II promoter,GO:0060260,CEBPB;PPM1D;NFKB1;RUNX2;AGO3;TNRC6A;MED31;MED17;TCF7L2;CCND1;MED13;TRIM28;MOV10;MED26;RELA;VENTX;LEF1;BAX;CSF1R;CDK1;MED1;CDK8;ZNF45;TNRC6C;MED16;MED25;CBFB;TP53;MED10;MED27;MED7;MED24;CTNNB1;SOX9;IL6;AGO4;MED30;CCNB1;CDK4;CCNC;AGO1;CDKN2A;PTEN;CDKN1A;TNRC6B;MED4;MECP2;MED23;MED8;MED6;MED15;MED14;MED20;MED12;
negative regulation of transcription by competitive promoter binding,GO:0010944,DACH1;TFAP2A;KDM2A;HHEX;BHLHE41;MUC1;PHB;CREB1;SMAD7;MAD2L2;OVOL2;
respiratory gaseous exchange by respiratory system,GO:0007585,EDNRA;EDN1;TRAF4;TMPRSS11D;NDUFA12;FUT8;SFTPA2;COX15;MAN1A2;DACH1;NDN;CSF2RB;SFTPB;ELN;SFTPA1;MAFB;UCP3;PBX3;CHST11;SFTPC;CYSLTR1;COX5B;NDST1;HOXA5;CCBE1;HNMT;MECP2;BPGM;SFTPD;TAS2R4;TLX3;FLT4;MAN2A1;
regulation of nuclear cell cycle DNA replication,GO:0033262,DACH1;CDT1;AICDA;TIPIN;NUGGC;
development of primary female sexual characteristics,GO:0046545,DACH1;ACVR1B;DACH2;LHFPL2;ADCYAP1R1;
negative regulation of fibroblast proliferation,GO:0048147,CD300A;MYC;MED31;SFRP1;EMD;AGTR2;DACH1;DAB2IP;MORC3;FTH1;NF1;BAX;MED25;C1QL4;GSTP1;TP53;NLRC3;CDC73;NUPR1;PARP10;IFI30;B4GALT7;PAWR;TP53INP1;TRIM32;PEX2;FBXO4;LTA;SKI;
negative regulation of cell proliferation involved in contact inhibition,GO:0060244,DACH1;FAP;SRPX;PAK1;
negative regulation of DNA biosynthetic process,GO:2000279,DACH1;ADIPOQ;NIBAN2;GJA1;ANKRD1;CDKN1A;DUSP1;BMPR2;GDF2;RGN;NPPC;DNAJC2;KCNK2;ACVRL1;
maintenance of gastrointestinal epithelium,GO:0030277,VSIG1;TFF2;RBP4;MUC6;SERPINA3;TFF3;STRAP;NOD2;TLR9;MUC13;CRACD;TFF1;PBLD;MUC4;
isoprenoid biosynthetic process,GO:0008299,PMVK;HMGCS1;IDI2;COQ2;HMGCR;FDPS;CRPPA;IDI1;HMGCS2;GGPS1;TBCE;MVD;MVK;PDSS2;PDSS1;
skeletal muscle satellite cell differentiation,GO:0014816,SELENON;KLF5;CDON;MYLK2;MEGF10;
myotube differentiation involved in skeletal muscle regeneration,GO:0014908,KLF5;BCL9;MYOD1;
microvillus assembly,GO:0030033,MYO1A;TNIK;RAP2A;RAPGEF2;FXYD5;KLF5;SLC9A3R1;RAPGEF6;STK26;EZR;
regulation of microvillus assembly,GO:0032534,PLD1;KLF5;PODXL;ATP8B1;FSCN1;
skeletal muscle cell differentiation,GO:0035914,CITED2;MEF2D;COPS2;VAX1;MYF5;HEYL;GTF3C5;HLF;EMD;EGR2;LEMD2;BCL9L;KLF5;MYOG;ATF3;PHOX2B;MYF6;RB1;BTG2;EGR1;MYOD1;PAX5;MYLK2;SAP30;NUPR1;HMG20B;KLHL41;BCL9;DMRTA2;SOX8;FOXN2;ANKRD33;HIVEP3;WNT3A;ZNF689;EEF2;SCX;ANKRD1;NR4A1;SOX11;FOS;MAFF;ASB2;NOTCH1;SMYD1;
skeletal muscle tissue regeneration,GO:0043403,WNT10B;ENO3;DAG1;KLF5;KPNA1;MYOG;CFLAR;SGCA;NACA;MYF6;MYOD1;BIN3;GPX1;MSTN;PPP3CA;MYMX;LARGE1;DMD;SELENON;MTPN;MYMK;EYS;SOX15;
positive regulation of fat cell differentiation,GO:0045600,CEBPB;HTR2A;TPH1;AAMDC;AKT1;CMKLR1;CREBL2;ZBTB16;CARM1;SFRP1;NOCT;GDF3;TRPM4;ASXL2;HTR2C;CDS1;KLF5;ID2;CCDC71L;ZFP36L1;ZC3H12A;SFRP2;LMO3;LRP5;XBP1;CEBPA;RARRES2;SAV1;STK3;DKKL1;PPARG;ADIG;TMEM64;ADIRF;BMP2;ZFP36;WDFY2;WIF1;STK4;PPARD;SULT1E1;SYAP1;CREB1;FRZB;CCDC3;LPL;MEDAG;ZBTB7C;ZNF385A;
intestinal epithelial cell development,GO:0060576,YIPF6;SPDEF;PRDM1;KLF5;TIGAR;IL6ST;NKX3-2;SRC;YAP1;
cellular response to peptide,GO:1901653,KLF2;CASR;KLF15;KLF3;FIS1;KLF10;PPP1R9B;AKT1;IRS2;KLF5;KLF4;KLF11;KLF1;ANO1;AKR1B1;SMPD3;ID1;
attachment of mitotic spindle microtubules to kinetochore,GO:0051315,CDT1;MAD1L1;CENPC;KIF2C;MIS12;NUF2;RMDN1;CHAMP1;NDC80;SEH1L;CENPE;
attachment of spindle microtubules to kinetochore,GO:0008608,BUB3;ABRAXAS1;ZNF207;AURKC;SGO1;TEX14;EML4;NDC80;ABRAXAS2;AURKB;KNL1;
metaphase plate congression,GO:0051310,CENPF;KIF2C;INCENP;KIF22;TRAPPC12;GEM;MEIOC;CENPQ;KIF2B;NDC80;FAM83D;CENPE;SPICE1;
kinetochore organization,GO:0051383,CDT1;CENPH;SMC2;NUF2;SMC4;NDC80;
positive regulation of mitotic cell cycle spindle assembly checkpoint,GO:0090267,MAD2L1;TPR;PCID2;GEN1;NDC80;DYNC1LI1;XRCC3;
positive regulation of protein localization to kinetochore,GO:1905342,NDC80;TRAPPC12;CDT1;CENPQ;
protein O-linked glycosylation,GO:0006493,POMK;FKTN;TET3;POMT2;GALNT1;TET1;A4GNT;LARGE2;EOGT;VEGFB;GALNT13;TRAK2;POGLUT1;ST6GALNAC2;B4GAT1;GALNT18;GALNT7;GALNT2;GCNT4;GALNT10;OGT;POMT1;POFUT1;C1GALT1C1;TET2;GCNT3;TRAK1;GALNT6;POMGNT1;OGA;B3GALNT2;LARGE1;PGM3;PLOD3;ST8SIA6;GALNT9;POMGNT2;
cardiac muscle tissue development,GO:0048738,;CSRP3;SGCZ;GATA6;BMP5;BMP7;SGCG;RBP4;GJC1;ALDH1A2;NPRL3;NRG1;TBX2;GATA5;MTOR;PTEN;PLN;TAZ;NDUFV2;ZFPM2;SGCD;
vascular endothelial growth factor receptor signaling pathway,GO:0048010,NCF1;BAIAP2;VAV3;FYN;AAMP;PAK2;VEGFD;ELMO2;MAPK11;PRKD2;SHC2;MAPK14;AXL;ITGB3;NCKAP1;VEGFB;FLT1;SHB;NCK1;NCK2;NRP2;NRP1;ROCK2;CDC42;MAPKAPK2;DOCK1;XBP1;CYBA;PIK3CB;FOXC1;NCF4;CYFIP2;ITGAV;BRK1;PGF;VAV1;FOXC2;SULF1;VEGFA;ELMO1;NCF2;RAC1;MAPKAPK3;BCAR1;CYBB;NCKAP1L;VEGFC;PXN;HSP90AA1;PIK3R1;PTK2B;PIK3CA;ROCK1;VAV2;RHOA;SH2D2A;PIK3R2;ABI1;KDR;PTK2;PRKD1;CRK;WASF2;SRC;FLT4;CYFIP1;
negative regulation of vascular endothelial cell proliferation,GO:1905563,CCL2;COL4A3;FLT1;PPARG;MEF2C;
vascular endothelial growth factor signaling pathway,GO:0038084,VEGFA;VEGFB;FLT1;GAB1;NRP2;KDR;FLT3;NRP1;VEGFC;NUS1;VEGFD;PIK3CA;PGF;FLT4;FOXC1;
positive regulation of phosphatidylinositol 3-kinase activity,GO:0043552,CCL21;VAV3;TEK;NOD2;EPHA8;PDGFB;FLT1;FGR;FLT3;CDC42;CD19;FGF2;IRS1;ATG14;CCR7;PDGFRB;CCL19;LYN;TNFAIP8L3;PDGFRA;FGFR3;PTK2B;PIK3R4;P2RY12;VAV2;ERBB4;KIT;PTK2;PRKD1;AMBRA1;SRC;
embryonic morphogenesis,GO:0048598,;TMED2;YTHDF2;FLT1;ZEB1;MSX1;CDON;ROCK2;EXT1;HNF1B;BMPR1A;FGF2;SHH;HTR2B;ROCK1;BMP4;FLRT3;C2orf49;GLI3;SHOX2;MSX2;YBX1;
adrenergic receptor signaling pathway,GO:0071875,ZDHHC21;ADRA1D;ADRA2C;LMBRD2;ADRA2A;AKAP13;ADRA1A;PDE4D;ADRB2;ADRA2B;ADRB3;ADRA1B;
adenylate cyclase-activating adrenergic receptor signaling pathway,GO:0071880,;GPR101;ADRA1D;ADRA2C;GNAS;DRD5;ADRA2A;RAPGEF2;DRD1;ADRA1A;ADRB2;DRD2;ADCY9;ADRB1;ADRA2B;DRD3;ADRB3;ADRA1B;
positive regulation of vasoconstriction,GO:0045907,HTR2A;TBXAS1;AKT1;AVPR2;CD38;ADRA1A;F2R;AVPR1B;DBH;GJA5;TRPM4;PTGS2;CASR;SMTNL2;EGFR;PTAFR;CHRM3;FGA;OXTR;AVP;HRH1;RHOA;ADRA1B;HRH2;ADRA2C;FGG;ICAM1;CAV1;TBXA2R;FGB;ADRA1D;SMTNL1;GJA1;AVPR1A;
phospholipase C-activating G protein-coupled receptor signaling pathway,GO:0007200,P2RY4;HTR2A;HCRTR2;CXCR2;AGT;GNG13;CMKLR1;VIP;ESR1;ADRA1A;EDNRB;TGM2;F2R;ANO1;CX3CR1;OPRM1;P2RY11;AGTR1;CASR;PTGER3;FFAR4;HTR2C;C5AR2;OPRK1;GPR33;NMUR1;NPR3;GPR139;TRHR;TACR1;P2RY6;NMBR;GNA15;PTH1R;NMUR2;CCKBR;HRH1;ADRA1B;LTB4R;GPR4;LHCGR;FSHR;FPR1;P2RY12;HTR2B;OPRD1;PLCE1;GPR32;P2RY2;GRPR;GALR2;ADRA1D;P2RY1;HCRT;C3AR1;FPR3;MC3R;GNB1;F2RL3;CCKAR;NTSR2;C5AR1;FPR2;
positive regulation of heart rate by epinephrine-norepinephrine,GO:0001996,ADRB1;ADRA1D;ADRA1A;ADRA1B;
nail development,GO:0035878,ITGA6;KRT84;ITGB4;FOXN1;PRKAB1;RSPO4;
early endosome to Golgi transport,GO:0034498,;SNX1;SNX2;RAB6A;EHD3;SNX8;TRAPPC10;STX5;RBSN;
acrosome reaction,GO:0007340,ACR;PLCD4;SYT6;SYT8;SPESP1;AKAP3;PRND;GLRA1;ROPN1B;GLRB;TRIM36;PCSK4;ABHD2;IFTAP;ADCY3;PKDREJ;STX2;TNP2;
